"","CITY","COUNTY","PIN","YEAR","NUMSTUDS","WHITE","BLACK","DISTRICT","YEAR_LIFTED","region","DISMISSED","PRIVATE"
"3440","SARALAND","MOBILE COUNTY","A9302021","1997",264,261,3,"MOBILE COUNTY","1997","COUNTY",1,1
"3441","SARALAND","MOBILE COUNTY","A9302021","2009",348,316,32,"MOBILE COUNTY","1997","COUNTY",1,1
"3442","SARALAND","MOBILE COUNTY","A9302021","2007",380,361,17,"MOBILE COUNTY","1997","COUNTY",1,1
"3443","SARALAND","MOBILE COUNTY","00000929","2003",114,59,54,"MOBILE COUNTY","1997","COUNTY",1,1
"3444","SARALAND","MOBILE COUNTY","A9302021","2003",183,176,7,"MOBILE COUNTY","1997","COUNTY",1,1
"3445","SARALAND","MOBILE COUNTY","00002325","1999",416,405,10,"MOBILE COUNTY","1997","COUNTY",1,1
"3446","SARALAND","MOBILE COUNTY","00000929","2009",87,48,38,"MOBILE COUNTY","1997","COUNTY",1,1
"3447","SARALAND","MOBILE COUNTY","00000929","2013",71,43,26,"MOBILE COUNTY","1997","COUNTY",1,1
"3448","SARALAND","MOBILE COUNTY","00000929","2007",77,34,41,"MOBILE COUNTY","1997","COUNTY",1,1
"3449","SARALAND","MOBILE COUNTY","00002325","1997",484,473,9,"MOBILE COUNTY","1997","COUNTY",1,1
"3450","SARALAND","MOBILE COUNTY","A9302021","2011",311,304,5,"MOBILE COUNTY","1997","COUNTY",1,1
"3451","SARALAND","MOBILE COUNTY","A9700025","1997",86,77,1,"MOBILE COUNTY","1997","COUNTY",1,1
"3452","SARALAND","MOBILE COUNTY","00002325","1995",511,500,10,"MOBILE COUNTY","1997","COUNTY",1,1
"3453","SARALAND","MOBILE COUNTY","A9700025","1999",79,75,1,"MOBILE COUNTY","1997","COUNTY",1,1
"3454","SARALAND","MOBILE COUNTY","A9302021","2005",295,267,20,"MOBILE COUNTY","1997","COUNTY",1,1
"3455","SARALAND","MOBILE COUNTY","00000929","2005",88,50,35,"MOBILE COUNTY","1997","COUNTY",1,1
"3456","SARALAND","MOBILE COUNTY","BB942358","1993",71,70,1,"MOBILE COUNTY","1997","COUNTY",1,1
"3457","SARALAND","MOBILE COUNTY","00000929","2001",130,70,57,"MOBILE COUNTY","1997","COUNTY",1,1
"3458","SARALAND","MOBILE COUNTY","A9302021","1993",292,287,5,"MOBILE COUNTY","1997","COUNTY",1,1
"3459","SARALAND","MOBILE COUNTY","A9302021","1999",292,277,13,"MOBILE COUNTY","1997","COUNTY",1,1
"3460","SARALAND","MOBILE COUNTY","A9302021","1995",271,269,2,"MOBILE COUNTY","1997","COUNTY",1,1
"3461","SARALAND","MOBILE COUNTY","00000929","2011",91,55,31,"MOBILE COUNTY","1997","COUNTY",1,1
"3462","SARALAND","MOBILE COUNTY","00002325","2001",201,190,8,"MOBILE COUNTY","1997","COUNTY",1,1
"3463","SARALAND","MOBILE COUNTY","00000929","1999",88,49,39,"MOBILE COUNTY","1997","COUNTY",1,1
"3464","SATSUMA","MOBILE COUNTY","00002314","1999",165,151,7,"MOBILE COUNTY","1997","COUNTY",1,1
"3465","SATSUMA","MOBILE COUNTY","00002314","2003",194,184,10,"MOBILE COUNTY","1997","COUNTY",1,1
"3466","SATSUMA","MOBILE COUNTY","00002314","1993",50,49,1,"MOBILE COUNTY","1997","COUNTY",1,1
"3467","SATSUMA","MOBILE COUNTY","00002314","2005",283,270,9,"MOBILE COUNTY","1997","COUNTY",1,1
"3468","SATSUMA","MOBILE COUNTY","00002314","2001",195,179,14,"MOBILE COUNTY","1997","COUNTY",1,1
"3469","SATSUMA","MOBILE COUNTY","00002314","1995",74,71,3,"MOBILE COUNTY","1997","COUNTY",1,1
"3470","SATSUMA","MOBILE COUNTY","00002314","2013",26,25,1,"MOBILE COUNTY","1997","COUNTY",1,1
"3471","SATSUMA","MOBILE COUNTY","00002314","1997",114,110,4,"MOBILE COUNTY","1997","COUNTY",1,1
"3472","SATSUMA","MOBILE COUNTY","00002314","2009",262,224,27,"MOBILE COUNTY","1997","COUNTY",1,1
"3473","SATSUMA","MOBILE COUNTY","00002314","2011",172,158,6,"MOBILE COUNTY","1997","COUNTY",1,1
"3474","SATSUMA","MOBILE COUNTY","00002314","2007",343,310,29,"MOBILE COUNTY","1997","COUNTY",1,1
"3475","SCOTTSBORO","JACKSON COUNTY","A9900050","2011",22,21,0,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3476","SCOTTSBORO","JACKSON COUNTY","A9900050","2009",25,23,0,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3477","SCOTTSBORO","JACKSON COUNTY","A9900050","1999",25,24,1,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3478","SCOTTSBORO","JACKSON COUNTY","A0100100","2011",11,11,0,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3479","SCOTTSBORO","JACKSON COUNTY","A9900050","2005",42,42,0,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3480","SCOTTSBORO","JACKSON COUNTY","A0100100","2009",8,8,0,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3481","SCOTTSBORO","JACKSON COUNTY","A0100100","2003",8,8,0,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3482","SCOTTSBORO","JACKSON COUNTY","A0100100","2007",8,8,0,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3483","SCOTTSBORO","JACKSON COUNTY","A9900050","2007",23,23,0,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3484","SCOTTSBORO","JACKSON COUNTY","A0100100","2001",6,6,0,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3485","SCOTTSBORO","JACKSON COUNTY","A9900050","2003",39,38,1,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3486","SCOTTSBORO","JACKSON COUNTY","A9900050","2001",27,25,2,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3487","SCOTTSBORO","JACKSON COUNTY","A0100100","2005",8,8,0,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3488","SEALE","RUSSELL COUNTY","A0500012","2009",51,44,3,"RUSSELL COUNTY","2002","COUNTY",1,1
"3489","SEALE","RUSSELL COUNTY","A0500012","2007",64,50,11,"RUSSELL COUNTY","2002","COUNTY",1,1
"3490","SEALE","RUSSELL COUNTY","A0500012","2005",40,38,1,"RUSSELL COUNTY","2002","COUNTY",1,1
"3491","SEALE","RUSSELL COUNTY","A0500012","2011",62,57,2,"RUSSELL COUNTY","2002","COUNTY",1,1
"3492","SELMA","DALLAS COUNTY","A1100014","2013",2,0,2,"DALLAS COUNTY","1977","COUNTY",1,1
"3493","SELMA","DALLAS COUNTY","A0100106","2003",197,102,95,"DALLAS COUNTY","1977","COUNTY",1,1
"3494","SELMA","DALLAS COUNTY","A0900014","2009",90,30,55,"DALLAS COUNTY","1977","COUNTY",1,1
"3495","SELMA","DALLAS COUNTY","00000871","1999",644,629,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3496","SELMA","DALLAS COUNTY","00000871","2009",498,471,2,"DALLAS COUNTY","1977","COUNTY",1,1
"3497","SELMA","DALLAS COUNTY","00002198","1999",381,378,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3498","SELMA","DALLAS COUNTY","00002198","2001",336,334,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3499","SELMA","DALLAS COUNTY","A1170048","2011",38,33,1,"DALLAS COUNTY","1977","COUNTY",1,1
"3500","SELMA","DALLAS COUNTY","A0900014","2013",36,20,16,"DALLAS COUNTY","1977","COUNTY",1,1
"3501","SELMA","DALLAS COUNTY","00002198","1993",382,374,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3502","SELMA","DALLAS COUNTY","00002198","2009",220,213,3,"DALLAS COUNTY","1977","COUNTY",1,1
"3503","SELMA","DALLAS COUNTY","02000337","2011",8,2,6,"DALLAS COUNTY","1977","COUNTY",1,1
"3504","SELMA","DALLAS COUNTY","A9500003","1997",58,44,14,"DALLAS COUNTY","1977","COUNTY",1,1
"3505","SELMA","DALLAS COUNTY","00002198","1995",421,415,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3506","SELMA","DALLAS COUNTY","A9500003","1995",78,53,25,"DALLAS COUNTY","1977","COUNTY",1,1
"3507","SELMA","DALLAS COUNTY","02000337","2009",66,1,64,"DALLAS COUNTY","1977","COUNTY",1,1
"3508","SELMA","DALLAS COUNTY","00002198","2011",175,167,3,"DALLAS COUNTY","1977","COUNTY",1,1
"3509","SELMA","DALLAS COUNTY","00000871","2011",473,448,1,"DALLAS COUNTY","1977","COUNTY",1,1
"3510","SELMA","DALLAS COUNTY","00000871","2005",598,580,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3511","SELMA","DALLAS COUNTY","00002198","2013",120,112,8,"DALLAS COUNTY","1977","COUNTY",1,1
"3512","SELMA","DALLAS COUNTY","A1100014","2011",38,0,37,"DALLAS COUNTY","1977","COUNTY",1,1
"3513","SELMA","DALLAS COUNTY","A0900014","2011",56,9,43,"DALLAS COUNTY","1977","COUNTY",1,1
"3514","SELMA","DALLAS COUNTY","02000337","1997",49,0,49,"DALLAS COUNTY","1977","COUNTY",1,1
"3515","SELMA","DALLAS COUNTY","00000871","1995",755,753,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3516","SELMA","DALLAS COUNTY","02000337","2001",72,1,63,"DALLAS COUNTY","1977","COUNTY",1,1
"3517","SELMA","DALLAS COUNTY","02000337","1999",160,3,139,"DALLAS COUNTY","1977","COUNTY",1,1
"3518","SELMA","DALLAS COUNTY","A9500003","1999",25,19,6,"DALLAS COUNTY","1977","COUNTY",1,1
"3519","SELMA","DALLAS COUNTY","02000337","2005",28,0,28,"DALLAS COUNTY","1977","COUNTY",1,1
"3520","SELMA","DALLAS COUNTY","00000871","2003",590,572,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3521","SELMA","DALLAS COUNTY","02000337","2003",11,0,11,"DALLAS COUNTY","1977","COUNTY",1,1
"3522","SELMA","DALLAS COUNTY","00000871","2013",489,464,5,"DALLAS COUNTY","1977","COUNTY",1,1
"3523","SELMA","DALLAS COUNTY","00002198","1997",451,445,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3524","SELMA","DALLAS COUNTY","02000337","2007",5,0,5,"DALLAS COUNTY","1977","COUNTY",1,1
"3525","SELMA","DALLAS COUNTY","02000337","1993",73,0,73,"DALLAS COUNTY","1977","COUNTY",1,1
"3526","SELMA","DALLAS COUNTY","00000871","1997",714,709,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3527","SELMA","DALLAS COUNTY","A0100106","2009",111,9,101,"DALLAS COUNTY","1977","COUNTY",1,1
"3528","SELMA","DALLAS COUNTY","A0100106","2001",202,130,71,"DALLAS COUNTY","1977","COUNTY",1,1
"3529","SELMA","DALLAS COUNTY","A0100106","2007",118,41,76,"DALLAS COUNTY","1977","COUNTY",1,1
"3530","SELMA","DALLAS COUNTY","A9500003","2001",10,6,4,"DALLAS COUNTY","1977","COUNTY",1,1
"3531","SELMA","DALLAS COUNTY","A0100106","2005",211,73,136,"DALLAS COUNTY","1977","COUNTY",1,1
"3532","SELMA","DALLAS COUNTY","00002198","2003",260,260,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3533","SELMA","DALLAS COUNTY","02000337","1995",90,1,89,"DALLAS COUNTY","1977","COUNTY",1,1
"3534","SELMA","DALLAS COUNTY","00000871","1993",727,716,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3535","SELMA","DALLAS COUNTY","00002198","2005",237,233,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3536","SELMA","DALLAS COUNTY","00000871","2001",624,607,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3537","SELMA","DALLAS COUNTY","00002198","2007",252,248,1,"DALLAS COUNTY","1977","COUNTY",1,1
"3538","SELMA","DALLAS COUNTY","00000871","2007",557,540,0,"DALLAS COUNTY","1977","COUNTY",1,1
"3539","SEMINOLE","BALDWIN COUNTY","A0100393","2003",10,10,0,"BALDWIN COUNTY","1977","COUNTY",1,1
"3540","SEMINOLE","BALDWIN COUNTY","A0100393","2001",26,23,0,"BALDWIN COUNTY","1977","COUNTY",1,1
"3541","SEMMES","MOBILE COUNTY","A9700020","2011",98,71,26,"MOBILE COUNTY","1997","COUNTY",1,1
"3542","SEMMES","MOBILE COUNTY","A9700020","1997",17,14,3,"MOBILE COUNTY","1997","COUNTY",1,1
"3543","SEMMES","MOBILE COUNTY","A0100351","2003",74,74,0,"MOBILE COUNTY","1997","COUNTY",1,1
"3544","SEMMES","MOBILE COUNTY","A0792002","2013",54,27,27,"MOBILE COUNTY","1997","COUNTY",1,1
"3545","SEMMES","MOBILE COUNTY","A9900041","2001",5,5,0,"MOBILE COUNTY","1997","COUNTY",1,1
"3546","SEMMES","MOBILE COUNTY","A9700020","2001",75,35,40,"MOBILE COUNTY","1997","COUNTY",1,1
"3547","SEMMES","MOBILE COUNTY","A9900041","1999",11,11,0,"MOBILE COUNTY","1997","COUNTY",1,1
"3548","SEMMES","MOBILE COUNTY","A0792002","2009",39,20,19,"MOBILE COUNTY","1997","COUNTY",1,1
"3549","SEMMES","MOBILE COUNTY","A9900041","2005",12,12,0,"MOBILE COUNTY","1997","COUNTY",1,1
"3550","SEMMES","MOBILE COUNTY","A9700020","2007",18,11,7,"MOBILE COUNTY","1997","COUNTY",1,1
"3551","SEMMES","MOBILE COUNTY","A9900041","2003",12,12,0,"MOBILE COUNTY","1997","COUNTY",1,1
"3552","SEMMES","MOBILE COUNTY","AA000525","1993",31,31,0,"MOBILE COUNTY","1997","COUNTY",1,1
"3553","SEMMES","MOBILE COUNTY","A9700020","2009",85,41,44,"MOBILE COUNTY","1997","COUNTY",1,1
"3554","SEMMES","MOBILE COUNTY","A9700035","1997",67,66,0,"MOBILE COUNTY","1997","COUNTY",1,1
"3555","SEMMES","MOBILE COUNTY","A0792002","2011",58,26,26,"MOBILE COUNTY","1997","COUNTY",1,1
"3556","SEMMES","MOBILE COUNTY","A9700020","2003",68,36,32,"MOBILE COUNTY","1997","COUNTY",1,1
"3557","SEMMES","MOBILE COUNTY","A9700020","2005",70,32,37,"MOBILE COUNTY","1997","COUNTY",1,1
"3558","SEMMES","MOBILE COUNTY","A0100351","2005",10,10,0,"MOBILE COUNTY","1997","COUNTY",1,1
"3559","SEMMES","MOBILE COUNTY","A9700020","1999",22,14,8,"MOBILE COUNTY","1997","COUNTY",1,1
"3560","SEMMES","MOBILE COUNTY","A0100351","2001",63,61,2,"MOBILE COUNTY","1997","COUNTY",1,1
"3561","SILVERHILL","BALDWIN COUNTY","A0300037","2005",24,22,0,"BALDWIN COUNTY","1977","COUNTY",1,1
"3562","SILVERHILL","BALDWIN COUNTY","A0300037","2003",16,15,0,"BALDWIN COUNTY","1977","COUNTY",1,1
"3563","SILVERHILL","BALDWIN COUNTY","A0300037","2007",38,35,3,"BALDWIN COUNTY","1977","COUNTY",1,1
"3564","SMITHS","LEE COUNTY","00000962","1997",472,460,4,"LEE COUNTY","2005","COUNTY",1,1
"3565","SMITHS STATION","LEE COUNTY","00000962","2013",390,380,8,"LEE COUNTY","2005","COUNTY",1,1
"3566","SNEAD","BLOUNT COUNTY","A0300032","2003",39,39,0,"BLOUNT COUNTY","2005","COUNTY",1,1
"3567","SNEAD","BLOUNT COUNTY","A0500006","2005",31,31,0,"BLOUNT COUNTY","2005","COUNTY",1,1
"3568","SNEAD","BLOUNT COUNTY","A0500006","2009",40,40,0,"BLOUNT COUNTY","2005","COUNTY",1,1
"3569","SNEAD","BLOUNT COUNTY","A0500006","2007",29,29,0,"BLOUNT COUNTY","2005","COUNTY",1,1
"3570","SPANISH FORT","BALDWIN COUNTY","01925874","1999",248,241,2,"BALDWIN COUNTY","1977","COUNTY",1,1
"3571","SPANISH FORT","BALDWIN COUNTY","01925874","1995",192,187,2,"BALDWIN COUNTY","1977","COUNTY",1,1
"3572","SPANISH FORT","BALDWIN COUNTY","01925874","1993",202,195,2,"BALDWIN COUNTY","1977","COUNTY",1,1
"3573","SPANISH FORT","BALDWIN COUNTY","01925874","2001",178,174,1,"BALDWIN COUNTY","1977","COUNTY",1,1
"3574","SPANISH FORT","BALDWIN COUNTY","01925874","2003",208,204,1,"BALDWIN COUNTY","1977","COUNTY",1,1
"3575","SPANISH FORT","BALDWIN COUNTY","01925874","1997",229,223,3,"BALDWIN COUNTY","1977","COUNTY",1,1
"3576","SPRINGVILLE","JEFFERSON COUNTY","A0100087","2005",10,10,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"3577","SPRINGVILLE","ST. CLAIR COUNTY","A9900063","2003",20,19,1,"ST. CLAIR COUNTY","STILL OPEN","COUNTY",0,1
"3578","SPRINGVILLE","ST. CLAIR COUNTY","A9900063","2007",4,4,0,"ST. CLAIR COUNTY","STILL OPEN","COUNTY",0,1
"3579","SPRINGVILLE","ST. CLAIR COUNTY","A9900063","1999",21,20,1,"ST. CLAIR COUNTY","STILL OPEN","COUNTY",0,1
"3580","SPRINGVILLE","ST. CLAIR COUNTY","A9900063","2001",20,17,3,"ST. CLAIR COUNTY","STILL OPEN","COUNTY",0,1
"3581","SPRINGVILLE","ST. CLAIR COUNTY","A9900063","2005",7,7,0,"ST. CLAIR COUNTY","STILL OPEN","COUNTY",0,1
"3582","SUMITON","WALKER COUNTY","A9300011","2009",409,384,20,"WALKER COUNTY","1977","COUNTY",1,1
"3583","SUMITON","WALKER COUNTY","A9300011","1999",526,513,4,"WALKER COUNTY","1977","COUNTY",1,1
"3584","SUMITON","WALKER COUNTY","A9300011","2013",356,341,5,"WALKER COUNTY","1977","COUNTY",1,1
"3585","SUMITON","WALKER COUNTY","A9300011","2007",584,548,30,"WALKER COUNTY","1977","COUNTY",1,1
"3586","SUMITON","WALKER COUNTY","A9300011","2001",617,601,13,"WALKER COUNTY","1977","COUNTY",1,1
"3587","SUMITON","WALKER COUNTY","A9300011","1995",539,522,7,"WALKER COUNTY","1977","COUNTY",1,1
"3588","SUMITON","WALKER COUNTY","A9300011","1993",372,364,4,"WALKER COUNTY","1977","COUNTY",1,1
"3589","SUMITON","WALKER COUNTY","A9300011","2005",596,571,13,"WALKER COUNTY","1977","COUNTY",1,1
"3590","SUMITON","WALKER COUNTY","A9300011","2003",587,572,12,"WALKER COUNTY","1977","COUNTY",1,1
"3591","SUMITON","WALKER COUNTY","A9300011","1997",530,524,2,"WALKER COUNTY","1977","COUNTY",1,1
"3592","SUMITON","WALKER COUNTY","A9300011","2011",416,391,19,"WALKER COUNTY","1977","COUNTY",1,1
"3593","SYLACAUGA","TALLADEGA COUNTY","A0100166","2011",22,19,3,"SYLACAUGA CITY","1995","CITY",1,1
"3594","SYLACAUGA","TALLADEGA COUNTY","A0100166","2007",31,28,3,"SYLACAUGA CITY","1995","CITY",1,1
"3595","SYLACAUGA","TALLADEGA COUNTY","A0100166","2009",24,23,1,"SYLACAUGA CITY","1995","CITY",1,1
"3596","SYLACAUGA","TALLADEGA COUNTY","A9900044","2007",68,68,0,"SYLACAUGA CITY","1995","CITY",1,1
"3597","SYLACAUGA","TALLADEGA COUNTY","A9900044","2011",47,45,0,"SYLACAUGA CITY","1995","CITY",1,1
"3598","SYLACAUGA","TALLADEGA COUNTY","A9900044","2009",65,63,0,"SYLACAUGA CITY","1995","CITY",1,1
"3599","SYLACAUGA","TALLADEGA COUNTY","A0100166","2003",36,34,2,"SYLACAUGA CITY","1995","CITY",1,1
"3600","SYLACAUGA","TALLADEGA COUNTY","A0100166","2001",51,48,2,"SYLACAUGA CITY","1995","CITY",1,1
"3601","SYLACAUGA","TALLADEGA COUNTY","A0100166","2013",21,9,1,"SYLACAUGA CITY","1995","CITY",1,1
"3602","SYLACAUGA","TALLADEGA COUNTY","A9900044","1999",68,68,0,"SYLACAUGA CITY","1995","CITY",1,1
"3603","SYLACAUGA","TALLADEGA COUNTY","A9900044","2003",92,87,5,"SYLACAUGA CITY","1995","CITY",1,1
"3604","SYLACAUGA","TALLADEGA COUNTY","A9900044","2001",98,94,4,"SYLACAUGA CITY","1995","CITY",1,1
"3605","SYLACAUGA","TALLADEGA COUNTY","A9900044","2013",30,27,0,"SYLACAUGA CITY","1995","CITY",1,1
"3606","SYLACAUGA","TALLADEGA COUNTY","A0100166","2005",36,35,1,"SYLACAUGA CITY","1995","CITY",1,1
"3607","SYLACAUGA","TALLADEGA COUNTY","A9900044","2005",80,77,3,"SYLACAUGA CITY","1995","CITY",1,1
"3608","TALLADEGA","LAWRENCE COUNTY","A0100270","2003",25,25,0,"TALLADEGA COUNTY","1985","COUNTY",1,1
"3609","TALLADEGA","LAWRENCE COUNTY","A0100270","2001",15,12,3,"TALLADEGA COUNTY","1985","COUNTY",1,1
"3610","TALLADEGA","TALLADEGA COUNTY","A0900021","2009",11,10,0,"TALLADEGA COUNTY","1985","COUNTY",1,1
"3611","TALLADEGA","TALLADEGA COUNTY","A0100219","2003",30,17,13,"TALLADEGA COUNTY","1985","COUNTY",1,1
"3612","TALLADEGA","TALLADEGA COUNTY","A0100219","2005",47,27,20,"TALLADEGA COUNTY","1985","COUNTY",1,1
"3613","TALLADEGA","TALLADEGA COUNTY","A0100219","2007",61,42,19,"TALLADEGA COUNTY","1985","COUNTY",1,1
"3614","TALLADEGA","TALLADEGA COUNTY","A0100219","2009",65,44,20,"TALLADEGA COUNTY","1985","COUNTY",1,1
"3615","TALLADEGA","TALLADEGA COUNTY","A0100219","2001",34,24,10,"TALLADEGA COUNTY","1985","COUNTY",1,1
"3616","TALLADEGA","TALLEDEGA COUNTY","K9300014","1999",28,26,2,"TALLADEGA COUNTY","1985","COUNTY",1,1
"3617","TARRANT","JEFFERSON COUNTY","A9900042","2001",64,0,63,"TARRANT CITY","STILL OPEN","CITY",0,1
"3618","TARRANT","JEFFERSON COUNTY","A9900042","1999",30,2,21,"TARRANT CITY","STILL OPEN","CITY",0,1
"3619","THEODORE","MOBILE COUNTY","00002981","2003",157,142,7,"MOBILE COUNTY","1997","COUNTY",1,1
"3620","THEODORE","MOBILE COUNTY","00002981","1995",292,286,5,"MOBILE COUNTY","1997","COUNTY",1,1
"3621","THEODORE","MOBILE COUNTY","AA000617","1999",172,162,10,"MOBILE COUNTY","1997","COUNTY",1,1
"3622","THEODORE","MOBILE COUNTY","00002981","2001",179,170,3,"MOBILE COUNTY","1997","COUNTY",1,1
"3623","THEODORE","MOBILE COUNTY","AA000617","1995",63,57,4,"MOBILE COUNTY","1997","COUNTY",1,1
"3624","THEODORE","MOBILE COUNTY","AA000617","2005",84,76,6,"MOBILE COUNTY","1997","COUNTY",1,1
"3625","THEODORE","MOBILE COUNTY","AA000617","2001",84,63,16,"MOBILE COUNTY","1997","COUNTY",1,1
"3626","THEODORE","MOBILE COUNTY","00002981","2007",107,85,15,"MOBILE COUNTY","1997","COUNTY",1,1
"3627","THEODORE","MOBILE COUNTY","AA000617","1997",158,154,2,"MOBILE COUNTY","1997","COUNTY",1,1
"3628","THEODORE","MOBILE COUNTY","A0992002","2009",112,94,4,"MOBILE COUNTY","1997","COUNTY",1,1
"3629","THEODORE","MOBILE COUNTY","00002981","1993",299,296,3,"MOBILE COUNTY","1997","COUNTY",1,1
"3630","THEODORE","MOBILE COUNTY","AA000617","2007",70,60,9,"MOBILE COUNTY","1997","COUNTY",1,1
"3631","THEODORE","MOBILE COUNTY","00002981","1999",291,278,5,"MOBILE COUNTY","1997","COUNTY",1,1
"3632","THEODORE","MOBILE COUNTY","AA000617","1993",83,82,0,"MOBILE COUNTY","1997","COUNTY",1,1
"3633","THEODORE","MOBILE COUNTY","K9500001","1997",5,5,0,"MOBILE COUNTY","1997","COUNTY",1,1
"3634","THEODORE","MOBILE COUNTY","AA000617","2011",50,46,2,"MOBILE COUNTY","1997","COUNTY",1,1
"3635","THEODORE","MOBILE COUNTY","AA000617","2013",48,45,1,"MOBILE COUNTY","1997","COUNTY",1,1
"3636","THEODORE","MOBILE COUNTY","A0100421","2001",25,7,16,"MOBILE COUNTY","1997","COUNTY",1,1
"3637","THEODORE","MOBILE COUNTY","AA000617","2003",72,66,4,"MOBILE COUNTY","1997","COUNTY",1,1
"3638","THEODORE","MOBILE COUNTY","00002981","1997",199,194,1,"MOBILE COUNTY","1997","COUNTY",1,1
"3639","THEODORE","MOBILE COUNTY","AA000617","2009",71,65,5,"MOBILE COUNTY","1997","COUNTY",1,1
"3640","THEODORE","MOBILE COUNTY","00002981","2005",144,128,5,"MOBILE COUNTY","1997","COUNTY",1,1
"3641","THEODORE","MOBILE COUNTY","A0992002","2011",145,128,5,"MOBILE COUNTY","1997","COUNTY",1,1
"3642","THEODORE","MOBILE COUNTY","00002981","2009",35,30,5,"MOBILE COUNTY","1997","COUNTY",1,1
"3643","TONEY","MADISON COUNTY","A0500020","2005",13,12,1,"MADISON COUNTY","STILL OPEN","COUNTY",0,1
"3644","TOXEY","CHOCTAW COUNTY","01926186","2011",271,271,0,"CHOCTAW COUNTY","STILL OPEN","COUNTY",0,1
"3645","TOXEY","CHOCTAW COUNTY","01926186","2013",257,257,0,"CHOCTAW COUNTY","STILL OPEN","COUNTY",0,1
"3646","TOXEY","CHOCTAW COUNTY","01926186","2009",263,132,131,"CHOCTAW COUNTY","STILL OPEN","COUNTY",0,1
"3647","TOXEY","CHOCTAW COUNTY","01926186","1999",291,290,0,"CHOCTAW COUNTY","STILL OPEN","COUNTY",0,1
"3648","TOXEY","CHOCTAW COUNTY","01926186","2003",277,277,0,"CHOCTAW COUNTY","STILL OPEN","COUNTY",0,1
"3649","TOXEY","CHOCTAW COUNTY","01926186","2007",241,241,0,"CHOCTAW COUNTY","STILL OPEN","COUNTY",0,1
"3650","TOXEY","CHOCTAW COUNTY","01926186","2005",254,254,0,"CHOCTAW COUNTY","STILL OPEN","COUNTY",0,1
"3651","TOXEY","CHOCTAW COUNTY","01926186","1995",256,256,0,"CHOCTAW COUNTY","STILL OPEN","COUNTY",0,1
"3652","TOXEY","CHOCTAW COUNTY","01926186","1993",197,197,0,"CHOCTAW COUNTY","STILL OPEN","COUNTY",0,1
"3653","TOXEY","CHOCTAW COUNTY","01926186","2001",288,288,0,"CHOCTAW COUNTY","STILL OPEN","COUNTY",0,1
"3654","TOXEY","CHOCTAW COUNTY","01926186","1997",284,284,0,"CHOCTAW COUNTY","STILL OPEN","COUNTY",0,1
"3655","TRENTON","JACKSON COUNTY","A9300010","1999",150,133,15,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3656","TRENTON","JACKSON COUNTY","A9300010","2001",150,133,15,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3657","TRENTON","JACKSON COUNTY","A9300010","1995",117,114,1,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3658","TRENTON","JACKSON COUNTY","A9300010","2009",50,35,12,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3659","TRENTON","JACKSON COUNTY","A9300010","2005",508,349,137,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3660","TRENTON","JACKSON COUNTY","A9300010","2003",121,107,12,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3661","TRENTON","JACKSON COUNTY","A9300010","1997",160,132,28,"JACKSON COUNTY","STILL OPEN","COUNTY",0,1
"3662","TROY","PIKE COUNTY","00002289","1997",513,510,0,"PIKE COUNTY","2007","COUNTY",1,1
"3663","TROY","PIKE COUNTY","00002289","2001",501,469,1,"PIKE COUNTY","2007","COUNTY",1,1
"3664","TROY","PIKE COUNTY","00002289","2009",469,465,1,"PIKE COUNTY","2007","COUNTY",1,1
"3665","TROY","PIKE COUNTY","A9500006","1997",145,141,4,"PIKE COUNTY","2007","COUNTY",1,1
